gender-seg,10,20,30,40,50,60,70,80,90
FEMALE-SegA,53,3593,6338,8470,7348,3246,407,35,3
FEMALE-SegB,81,4175,5390,6483,4999,1334,259,34,7
FEMALE-SegC,63,3219,4085,4458,3460,1100,194,33,3
FEMALE-SegD,77,4319,5965,7719,5645,1612,325,38,2
MALE-SegA,58,2638,5763,8178,6785,3244,679,68,1
MALE-SegB,72,3044,4633,5704,4148,1124,343,35,3
MALE-SegC,59,2352,3667,3872,2750,963,304,33,1
MALE-SegD,66,3621,5858,6994,4867,1599,524,60,4
